periode_data,tanggal,ruas_jalan,kecepatan,hari
202309,9/10/2023,jalan kramat raya,38.6,Minggu
202309,9/10/2023,jalan st. senen,43.13,Minggu
202309,9/10/2023,jalan gunung sahari,26.38,Minggu
202309,9/11/2023,jalan pintu besar selatan,23.29,Senin
202309,9/11/2023,jalan gajah mada,22.68,Senin
202309,9/11/2023,jalan hayam wuruk,23.89,Senin
202309,9/11/2023,jalan majapahit,25.77,Senin
202309,9/11/2023,jalan medan merdeka barat,30.14,Senin
202310,10/13/2023,jalan suryopranoto,26.62,Jumat
202310,10/13/2023,jalan balikpapan,38.21,Jumat
202310,10/13/2023,jalan kyai caringin,32.61,Jumat
202310,10/13/2023,jalan tomang raya,23.06,Jumat
202310,10/13/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.9,Jumat
202310,10/13/2023,jalan gatot subroto,23.74,Jumat
202310,10/13/2023,jalan m.t. haryono,39.48,Jumat
202310,10/13/2023,jalan h.r. rasuna said,31.97,Jumat
202310,10/13/2023,jalan d.i. panjaitan,30.5,Jumat
202310,10/13/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.89,Jumat
202310,10/13/2023,jalan pramuka,25.4,Jumat
202310,10/13/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.61,Jumat
202310,10/13/2023,jalan kramat raya,32.06,Jumat
202310,10/13/2023,jalan st. senen,41.35,Jumat
202310,10/13/2023,jalan gunung sahari,24.64,Jumat
202310,10/14/2023,jalan pintu besar selatan,11.62,Sabtu
202310,10/14/2023,jalan gajah mada,0,Sabtu
202310,10/14/2023,jalan hayam wuruk,23.25,Sabtu
202310,10/14/2023,jalan majapahit,34.44,Sabtu
202310,10/14/2023,jalan medan merdeka barat,29.76,Sabtu
202310,10/14/2023,jalan m.h. thamrin,32.78,Sabtu
202310,10/14/2023,jalan jenderal sudirman,32.67,Sabtu
202310,10/14/2023,jalan sisingamangaraja,33.22,Sabtu
202310,10/14/2023,jalan panglima polim,24.95,Sabtu
202310,10/14/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.34,Sabtu
202310,10/14/2023,jalan suryopranoto,29.71,Sabtu
202310,10/14/2023,jalan balikpapan,40.43,Sabtu
202310,10/14/2023,jalan kyai caringin,33.29,Sabtu
202310,10/14/2023,jalan tomang raya,23.27,Sabtu
202310,10/14/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.31,Sabtu
202310,10/14/2023,jalan gatot subroto,28.93,Sabtu
202310,10/14/2023,jalan m.t. haryono,39.14,Sabtu
202310,10/14/2023,jalan h.r. rasuna said,35.41,Sabtu
202310,10/14/2023,jalan d.i. panjaitan,31.89,Sabtu
202310,10/14/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.55,Sabtu
202310,10/14/2023,jalan pramuka,25.72,Sabtu
202310,10/14/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,34.35,Sabtu
202310,10/14/2023,jalan kramat raya,37.03,Sabtu
202310,10/14/2023,jalan st. senen,40.63,Sabtu
202310,10/14/2023,jalan gunung sahari,25.8,Sabtu
202310,10/15/2023,jalan pintu besar selatan,11.53,Minggu
202310,10/15/2023,jalan gajah mada,0,Minggu
202310,10/15/2023,jalan hayam wuruk,23.06,Minggu
202310,10/15/2023,jalan majapahit,32.45,Minggu
202310,10/15/2023,jalan medan merdeka barat,26.79,Minggu
202310,10/15/2023,jalan m.h. thamrin,30.69,Minggu
202310,10/15/2023,jalan jenderal sudirman,33.15,Minggu
202310,10/15/2023,jalan sisingamangaraja,29.64,Minggu
202310,10/15/2023,jalan panglima polim,25.11,Minggu
202310,10/15/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,27.27,Minggu
202310,10/15/2023,jalan suryopranoto,27.49,Minggu
202310,10/15/2023,jalan balikpapan,40.3,Minggu
202309,9/11/2023,jalan m.h. thamrin,33.33,Senin
202309,9/11/2023,jalan jenderal sudirman,30.02,Senin
202309,9/11/2023,jalan sisingamangaraja,33.41,Senin
202309,9/11/2023,jalan panglima polim,26.45,Senin
202309,9/11/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.6,Senin
202309,9/11/2023,jalan suryopranoto,28.85,Senin
202309,9/11/2023,jalan balikpapan,39.1,Senin
202309,9/11/2023,jalan kyai caringin,34.28,Senin
202309,9/11/2023,jalan tomang raya,25.15,Senin
202309,9/11/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.39,Senin
202309,9/11/2023,jalan gatot subroto,24.8,Senin
202309,9/11/2023,jalan m.t. haryono,40.81,Senin
202309,9/11/2023,jalan h.r. rasuna said,32.12,Senin
202309,9/11/2023,jalan d.i. panjaitan,30.71,Senin
202309,9/11/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.19,Senin
202309,9/11/2023,jalan pramuka,26.13,Senin
202309,9/11/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.09,Senin
202309,9/11/2023,jalan kramat raya,36.04,Senin
202309,9/11/2023,jalan st. senen,41.37,Senin
202309,9/11/2023,jalan gunung sahari,25.45,Senin
202309,9/12/2023,jalan pintu besar selatan,19.04,Selasa
202309,9/12/2023,jalan gajah mada,15.56,Selasa
202309,9/12/2023,jalan hayam wuruk,22.51,Selasa
202309,9/12/2023,jalan majapahit,24.99,Selasa
202309,9/12/2023,jalan medan merdeka barat,29.78,Selasa
202309,9/12/2023,jalan m.h. thamrin,32.53,Selasa
202309,9/12/2023,jalan jenderal sudirman,28.26,Selasa
202309,9/12/2023,jalan sisingamangaraja,32.97,Selasa
202309,9/12/2023,jalan panglima polim,26.24,Selasa
202309,9/12/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.88,Selasa
202309,9/12/2023,jalan suryopranoto,27.13,Selasa
202309,9/12/2023,jalan balikpapan,39.88,Selasa
202309,9/12/2023,jalan kyai caringin,34.64,Selasa
202309,9/12/2023,jalan tomang raya,23.82,Selasa
202309,9/12/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.86,Selasa
202309,9/12/2023,jalan gatot subroto,24.02,Selasa
202309,9/12/2023,jalan m.t. haryono,39.8,Selasa
202309,9/12/2023,jalan h.r. rasuna said,31.21,Selasa
202309,9/12/2023,jalan d.i. panjaitan,30.9,Selasa
202309,9/12/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.87,Selasa
202309,9/12/2023,jalan pramuka,25.88,Selasa
202309,9/12/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.41,Selasa
202309,9/12/2023,jalan kramat raya,35.63,Selasa
202309,9/12/2023,jalan st. senen,40.97,Selasa
202309,9/12/2023,jalan gunung sahari,25.14,Selasa
202309,9/13/2023,jalan pintu besar selatan,18.19,Rabu
202309,9/13/2023,jalan gajah mada,12.86,Rabu
202309,9/13/2023,jalan hayam wuruk,23.52,Rabu
202309,9/13/2023,jalan majapahit,26.39,Rabu
202309,9/13/2023,jalan medan merdeka barat,29.38,Rabu
202309,9/13/2023,jalan m.h. thamrin,31.66,Rabu
202310,10/15/2023,jalan kyai caringin,31.65,Minggu
202310,10/15/2023,jalan tomang raya,26.52,Minggu
202310,10/15/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.49,Minggu
202310,10/15/2023,jalan gatot subroto,31.6,Minggu
202310,10/15/2023,jalan m.t. haryono,40.99,Minggu
202310,10/15/2023,jalan h.r. rasuna said,36.02,Minggu
202310,10/15/2023,jalan d.i. panjaitan,32.56,Minggu
202310,10/15/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,29.59,Minggu
202310,10/15/2023,jalan pramuka,26.49,Minggu
202310,10/15/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,37.01,Minggu
202310,10/15/2023,jalan kramat raya,37.8,Minggu
202310,10/15/2023,jalan st. senen,42.45,Minggu
202310,10/15/2023,jalan gunung sahari,26.54,Minggu
202310,10/16/2023,jalan pintu besar selatan,12.37,Senin
202310,10/16/2023,jalan gajah mada,0,Senin
202310,10/16/2023,jalan hayam wuruk,24.75,Senin
202310,10/16/2023,jalan majapahit,28.42,Senin
202310,10/16/2023,jalan medan merdeka barat,23.04,Senin
202310,10/16/2023,jalan m.h. thamrin,33.77,Senin
202310,10/16/2023,jalan jenderal sudirman,30.47,Senin
202310,10/16/2023,jalan sisingamangaraja,33.34,Senin
202310,10/16/2023,jalan panglima polim,26.08,Senin
202310,10/16/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.15,Senin
202310,10/16/2023,jalan suryopranoto,27.24,Senin
202310,10/16/2023,jalan balikpapan,38.64,Senin
202310,10/16/2023,jalan kyai caringin,34.37,Senin
202310,10/16/2023,jalan tomang raya,23.95,Senin
202310,10/16/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.57,Senin
202310,10/16/2023,jalan gatot subroto,24.61,Senin
202310,10/16/2023,jalan m.t. haryono,40.2,Senin
202310,10/16/2023,jalan h.r. rasuna said,32.57,Senin
202310,10/16/2023,jalan d.i. panjaitan,30.94,Senin
202310,10/16/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.72,Senin
202310,10/16/2023,jalan pramuka,25.93,Senin
202310,10/16/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.38,Senin
202310,10/16/2023,jalan kramat raya,36.51,Senin
202310,10/16/2023,jalan st. senen,41.28,Senin
202310,10/16/2023,jalan gunung sahari,25.51,Senin
202310,10/17/2023,jalan pintu besar selatan,12.23,Selasa
202310,10/17/2023,jalan gajah mada,0,Selasa
202310,10/17/2023,jalan hayam wuruk,24.47,Selasa
202310,10/17/2023,jalan majapahit,28.43,Selasa
202310,10/17/2023,jalan medan merdeka barat,28.86,Selasa
202310,10/17/2023,jalan m.h. thamrin,29.24,Selasa
202310,10/17/2023,jalan jenderal sudirman,27.51,Selasa
202310,10/17/2023,jalan sisingamangaraja,32.34,Selasa
202310,10/17/2023,jalan panglima polim,25.94,Selasa
202310,10/17/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.35,Selasa
202310,10/17/2023,jalan suryopranoto,27.59,Selasa
202310,10/17/2023,jalan balikpapan,38.87,Selasa
202310,10/17/2023,jalan kyai caringin,32.75,Selasa
202310,10/17/2023,jalan tomang raya,22.7,Selasa
202309,9/13/2023,jalan jenderal sudirman,28.12,Rabu
202309,9/13/2023,jalan sisingamangaraja,33.03,Rabu
202309,9/13/2023,jalan panglima polim,26.05,Rabu
202309,9/13/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.54,Rabu
202309,9/13/2023,jalan suryopranoto,26.88,Rabu
202309,9/13/2023,jalan balikpapan,38.42,Rabu
202309,9/13/2023,jalan kyai caringin,34.52,Rabu
202309,9/13/2023,jalan tomang raya,23.65,Rabu
202309,9/13/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.35,Rabu
202309,9/13/2023,jalan gatot subroto,23.58,Rabu
202309,9/13/2023,jalan m.t. haryono,40.07,Rabu
202309,9/13/2023,jalan h.r. rasuna said,30.62,Rabu
202309,9/13/2023,jalan d.i. panjaitan,31.39,Rabu
202309,9/13/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.21,Rabu
202309,9/13/2023,jalan pramuka,25.82,Rabu
202309,9/13/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.54,Rabu
202309,9/13/2023,jalan kramat raya,35.43,Rabu
202309,9/13/2023,jalan st. senen,41.05,Rabu
202309,9/13/2023,jalan gunung sahari,25.33,Rabu
202309,9/14/2023,jalan pintu besar selatan,15.84,Kamis
202309,9/14/2023,jalan gajah mada,8.23,Kamis
202309,9/14/2023,jalan hayam wuruk,23.44,Kamis
202309,9/14/2023,jalan majapahit,23.86,Kamis
202309,9/14/2023,jalan medan merdeka barat,25.5,Kamis
202309,9/14/2023,jalan m.h. thamrin,33.23,Kamis
202309,9/14/2023,jalan jenderal sudirman,29.07,Kamis
202309,9/14/2023,jalan sisingamangaraja,33.23,Kamis
202309,9/14/2023,jalan panglima polim,26.19,Kamis
202309,9/14/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.11,Kamis
202309,9/14/2023,jalan suryopranoto,25.05,Kamis
202309,9/14/2023,jalan balikpapan,36.37,Kamis
202309,9/14/2023,jalan kyai caringin,34.08,Kamis
202309,9/14/2023,jalan tomang raya,24.99,Kamis
202309,9/14/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.48,Kamis
202309,9/14/2023,jalan gatot subroto,24.85,Kamis
202309,9/14/2023,jalan m.t. haryono,40.24,Kamis
202309,9/14/2023,jalan h.r. rasuna said,31.95,Kamis
202309,9/14/2023,jalan d.i. panjaitan,31.95,Kamis
202309,9/14/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.2,Kamis
202309,9/14/2023,jalan pramuka,25.69,Kamis
202309,9/14/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.41,Kamis
202309,9/14/2023,jalan kramat raya,33.94,Kamis
202309,9/14/2023,jalan st. senen,41.09,Kamis
202309,9/14/2023,jalan gunung sahari,25.92,Kamis
202309,9/15/2023,jalan pintu besar selatan,19.62,Jumat
202309,9/15/2023,jalan gajah mada,16.01,Jumat
202309,9/15/2023,jalan hayam wuruk,23.22,Jumat
202309,9/15/2023,jalan majapahit,26.74,Jumat
202309,9/15/2023,jalan medan merdeka barat,29.08,Jumat
202309,9/15/2023,jalan m.h. thamrin,31.91,Jumat
202309,9/15/2023,jalan jenderal sudirman,29.57,Jumat
202310,10/17/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.21,Selasa
202310,10/17/2023,jalan gatot subroto,23.51,Selasa
202310,10/17/2023,jalan m.t. haryono,39.12,Selasa
202310,10/17/2023,jalan h.r. rasuna said,31.46,Selasa
202310,10/17/2023,jalan d.i. panjaitan,31.6,Selasa
202310,10/17/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.65,Selasa
202310,10/17/2023,jalan pramuka,25.74,Selasa
202310,10/17/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.58,Selasa
202310,10/17/2023,jalan kramat raya,35.19,Selasa
202310,10/17/2023,jalan st. senen,41.11,Selasa
202310,10/17/2023,jalan gunung sahari,25.09,Selasa
202310,10/18/2023,jalan pintu besar selatan,12.1,Rabu
202310,10/18/2023,jalan gajah mada,0,Rabu
202310,10/18/2023,jalan hayam wuruk,24.2,Rabu
202310,10/18/2023,jalan majapahit,27.94,Rabu
202310,10/18/2023,jalan medan merdeka barat,28.67,Rabu
202310,10/18/2023,jalan m.h. thamrin,30.72,Rabu
202310,10/18/2023,jalan jenderal sudirman,27.07,Rabu
202310,10/18/2023,jalan sisingamangaraja,32.81,Rabu
202310,10/18/2023,jalan panglima polim,25.75,Rabu
202310,10/18/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.44,Rabu
202310,10/18/2023,jalan suryopranoto,26.33,Rabu
202310,10/18/2023,jalan balikpapan,38.03,Rabu
202310,10/18/2023,jalan kyai caringin,33.21,Rabu
202310,10/18/2023,jalan tomang raya,22.93,Rabu
202310,10/18/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.73,Rabu
202310,10/18/2023,jalan gatot subroto,23.49,Rabu
202310,10/18/2023,jalan m.t. haryono,38.63,Rabu
202310,10/18/2023,jalan h.r. rasuna said,31.06,Rabu
202310,10/18/2023,jalan d.i. panjaitan,31.54,Rabu
202310,10/18/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.62,Rabu
202310,10/18/2023,jalan pramuka,26,Rabu
202310,10/18/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.01,Rabu
202310,10/18/2023,jalan kramat raya,35.9,Rabu
202310,10/18/2023,jalan st. senen,40.97,Rabu
202310,10/18/2023,jalan gunung sahari,24.32,Rabu
202310,10/19/2023,jalan pintu besar selatan,12.16,Kamis
202310,10/19/2023,jalan gajah mada,0,Kamis
202310,10/19/2023,jalan hayam wuruk,24.31,Kamis
202310,10/19/2023,jalan majapahit,28.87,Kamis
202310,10/19/2023,jalan medan merdeka barat,28.84,Kamis
202310,10/19/2023,jalan m.h. thamrin,27.55,Kamis
202310,10/19/2023,jalan jenderal sudirman,28.03,Kamis
202310,10/19/2023,jalan sisingamangaraja,32.59,Kamis
202310,10/19/2023,jalan panglima polim,25.9,Kamis
202310,10/19/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.27,Kamis
202310,10/19/2023,jalan suryopranoto,27.55,Kamis
202310,10/19/2023,jalan balikpapan,36.85,Kamis
202310,10/19/2023,jalan kyai caringin,32.98,Kamis
202310,10/19/2023,jalan tomang raya,23.66,Kamis
202310,10/19/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.74,Kamis
202309,9/15/2023,jalan sisingamangaraja,33.22,Jumat
202309,9/15/2023,jalan panglima polim,26.2,Jumat
202309,9/15/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.02,Jumat
202309,9/15/2023,jalan suryopranoto,26.92,Jumat
202309,9/15/2023,jalan balikpapan,39.28,Jumat
202309,9/15/2023,jalan kyai caringin,33.36,Jumat
202309,9/15/2023,jalan tomang raya,23.59,Jumat
202309,9/15/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.82,Jumat
202309,9/15/2023,jalan gatot subroto,24.31,Jumat
202309,9/15/2023,jalan m.t. haryono,39.19,Jumat
202309,9/15/2023,jalan h.r. rasuna said,32.12,Jumat
202309,9/15/2023,jalan d.i. panjaitan,31.44,Jumat
202309,9/15/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.14,Jumat
202309,9/15/2023,jalan pramuka,25.78,Jumat
202309,9/15/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.23,Jumat
202309,9/15/2023,jalan kramat raya,35.37,Jumat
202309,9/15/2023,jalan st. senen,41.16,Jumat
202309,9/15/2023,jalan gunung sahari,24.84,Jumat
202309,9/16/2023,jalan pintu besar selatan,18.67,Sabtu
202309,9/16/2023,jalan gajah mada,15.08,Sabtu
202309,9/16/2023,jalan hayam wuruk,22.26,Sabtu
202309,9/16/2023,jalan majapahit,29.25,Sabtu
202309,9/16/2023,jalan medan merdeka barat,29.13,Sabtu
202309,9/16/2023,jalan m.h. thamrin,34.23,Sabtu
202309,9/16/2023,jalan jenderal sudirman,32.64,Sabtu
202309,9/16/2023,jalan sisingamangaraja,33.39,Sabtu
202309,9/16/2023,jalan panglima polim,25.38,Sabtu
202309,9/16/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.12,Sabtu
202309,9/16/2023,jalan suryopranoto,29.21,Sabtu
202309,9/16/2023,jalan balikpapan,40.15,Sabtu
202309,9/16/2023,jalan kyai caringin,33.15,Sabtu
202309,9/16/2023,jalan tomang raya,22.03,Sabtu
202309,9/16/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.92,Sabtu
202309,9/16/2023,jalan gatot subroto,30.45,Sabtu
202309,9/16/2023,jalan m.t. haryono,40.45,Sabtu
202309,9/16/2023,jalan h.r. rasuna said,35.01,Sabtu
202309,9/16/2023,jalan d.i. panjaitan,31.91,Sabtu
202309,9/16/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.58,Sabtu
202309,9/16/2023,jalan pramuka,25.6,Sabtu
202309,9/16/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,35.78,Sabtu
202309,9/16/2023,jalan kramat raya,36.43,Sabtu
202309,9/16/2023,jalan st. senen,40.95,Sabtu
202309,9/16/2023,jalan gunung sahari,25.57,Sabtu
202309,9/17/2023,jalan pintu besar selatan,17.95,Minggu
202309,9/17/2023,jalan gajah mada,12.96,Minggu
202309,9/17/2023,jalan hayam wuruk,22.93,Minggu
202309,9/17/2023,jalan majapahit,31.32,Minggu
202309,9/17/2023,jalan medan merdeka barat,27.09,Minggu
202309,9/17/2023,jalan m.h. thamrin,31.6,Minggu
202309,9/17/2023,jalan jenderal sudirman,33.17,Minggu
202309,9/17/2023,jalan sisingamangaraja,30.28,Minggu
202310,10/19/2023,jalan gatot subroto,25.33,Kamis
202310,10/19/2023,jalan m.t. haryono,38.65,Kamis
202310,10/19/2023,jalan h.r. rasuna said,32.08,Kamis
202310,10/19/2023,jalan d.i. panjaitan,30.99,Kamis
202310,10/19/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.48,Kamis
202310,10/19/2023,jalan pramuka,25.38,Kamis
202310,10/19/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,28.02,Kamis
202310,10/19/2023,jalan kramat raya,34.6,Kamis
202310,10/19/2023,jalan st. senen,41.51,Kamis
202310,10/19/2023,jalan gunung sahari,25.58,Kamis
202310,10/20/2023,jalan pintu besar selatan,11.36,Jumat
202310,10/20/2023,jalan gajah mada,0,Jumat
202310,10/20/2023,jalan hayam wuruk,22.73,Jumat
202310,10/20/2023,jalan majapahit,27.27,Jumat
202310,10/20/2023,jalan medan merdeka barat,22.53,Jumat
202310,10/20/2023,jalan m.h. thamrin,33.58,Jumat
202310,10/20/2023,jalan jenderal sudirman,30.32,Jumat
202310,10/20/2023,jalan sisingamangaraja,32.91,Jumat
202310,10/20/2023,jalan panglima polim,26.03,Jumat
202310,10/20/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.25,Jumat
202310,10/20/2023,jalan suryopranoto,26.45,Jumat
202310,10/20/2023,jalan balikpapan,39.63,Jumat
202310,10/20/2023,jalan kyai caringin,33.72,Jumat
202310,10/20/2023,jalan tomang raya,24.86,Jumat
202310,10/20/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.49,Jumat
202310,10/20/2023,jalan gatot subroto,25.22,Jumat
202310,10/20/2023,jalan m.t. haryono,38.64,Jumat
202310,10/20/2023,jalan h.r. rasuna said,29.92,Jumat
202310,10/20/2023,jalan d.i. panjaitan,30.11,Jumat
202310,10/20/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.49,Jumat
202310,10/20/2023,jalan pramuka,25.65,Jumat
202310,10/20/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,33.04,Jumat
202310,10/20/2023,jalan kramat raya,36.46,Jumat
202310,10/20/2023,jalan st. senen,40.95,Jumat
202310,10/20/2023,jalan gunung sahari,25.9,Jumat
202310,10/21/2023,jalan pintu besar selatan,11.78,Sabtu
202310,10/21/2023,jalan gajah mada,0,Sabtu
202310,10/21/2023,jalan hayam wuruk,23.55,Sabtu
202310,10/21/2023,jalan majapahit,33.12,Sabtu
202310,10/21/2023,jalan medan merdeka barat,28.79,Sabtu
202310,10/21/2023,jalan m.h. thamrin,33.24,Sabtu
202310,10/21/2023,jalan jenderal sudirman,32.68,Sabtu
202310,10/21/2023,jalan sisingamangaraja,32.96,Sabtu
202310,10/21/2023,jalan panglima polim,24.84,Sabtu
202310,10/21/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.14,Sabtu
202310,10/21/2023,jalan suryopranoto,31.58,Sabtu
202310,10/21/2023,jalan balikpapan,41.11,Sabtu
202310,10/21/2023,jalan kyai caringin,32.74,Sabtu
202310,10/21/2023,jalan tomang raya,24.53,Sabtu
202310,10/21/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.13,Sabtu
202310,10/21/2023,jalan gatot subroto,29.27,Sabtu
202310,10/21/2023,jalan m.t. haryono,40.02,Sabtu
202309,9/17/2023,jalan panglima polim,25.57,Minggu
202309,9/17/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,27.32,Minggu
202309,9/17/2023,jalan suryopranoto,28.54,Minggu
202309,9/17/2023,jalan balikpapan,40.19,Minggu
202309,9/17/2023,jalan kyai caringin,32.87,Minggu
202309,9/17/2023,jalan tomang raya,27.57,Minggu
202309,9/17/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.82,Minggu
202309,9/17/2023,jalan gatot subroto,31.63,Minggu
202309,9/17/2023,jalan m.t. haryono,42.01,Minggu
202309,9/17/2023,jalan h.r. rasuna said,35.21,Minggu
202309,9/17/2023,jalan d.i. panjaitan,33.12,Minggu
202309,9/17/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,29.71,Minggu
202309,9/17/2023,jalan pramuka,26.37,Minggu
202309,9/17/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,37.67,Minggu
202309,9/17/2023,jalan kramat raya,39.14,Minggu
202309,9/17/2023,jalan st. senen,43.31,Minggu
202309,9/17/2023,jalan gunung sahari,26.08,Minggu
202309,9/18/2023,jalan pintu besar selatan,16.34,Senin
202309,9/18/2023,jalan gajah mada,8.56,Senin
202309,9/18/2023,jalan hayam wuruk,24.12,Senin
202309,9/18/2023,jalan majapahit,29.28,Senin
202309,9/18/2023,jalan medan merdeka barat,28.6,Senin
202309,9/18/2023,jalan m.h. thamrin,32.9,Senin
202309,9/18/2023,jalan jenderal sudirman,30.3,Senin
